Mean_rate	Mean_q2.5%	Mean_q97.5%
r_g2_n8	0.05	0	0.2
r_g2_n9	0.05	0	0.2
r_g2_n10	0.05	0	0.2
r_g2_n11	0.05	0	0.2
r_g2_n12	0.051	0	0.2
r_g2_n13	0.05	0	0.2
r_g2_n14	0.05	0	0.2
r_g2_n15	0.051	0	0.2
r_g2_n16	0.05	0	0.2
r_g2_n17	0.05	0	0.2
r_g2_n18	0.051	0	0.2
r_g2_n19	0.05	0	0.2
r_g2_n20	0.05	0	0.2
r_g2_n21	0.051	0	0.2
r_g2_n22	0.051	0	0.2
r_g2_n23	0.05	0	0.2
r_g2_n24	0.05	0	0.2
r_g2_n25	0.05	0	0.2
r_g2_n26	0.05	0	0.2
r_g2_n27	0.051	0	0.2
r_g2_n28	0.05	0	0.2
r_g2_n29	0.05	0	0.2
r_g2_n30	0.051	0	0.2
r_g2_n31	0.051	0	0.2
r_g2_n32	0.05	0	0.2
r_g2_n33	0.05	0	0.2
r_g2_n34	0.05	0	0.2
r_g2_n35	0.05	0	0.2
r_g2_n36	0.051	0	0.2
r_g2_n37	0.051	0	0.2
r_g2_n38	0.05	0	0.2
r_g2_n39	0.051	0	0.2
r_g2_n40	0.051	0	0.2
r_g2_n41	0.05	0	0.2
r_g2_n42	0.05	0	0.2
r_g2_n43	0.051	0	0.2
r_g2_n44	0.05	0	0.2
r_g2_n45	0.051	0	0.2
r_g2_n46	0.05	0	0.2
r_g2_n47	0.05	0	0.2
r_g2_n48	0.051	0	0.2
r_g2_n49	0.05	0	0.2
r_g2_n50	0.051	0	0.2
r_g2_n51	0.05	0	0.2
r_g2_n52	0.05	0	0.2
r_g2_n53	0.051	0	0.2
r_g2_n54	0.05	0	0.2
r_g2_n56	0.05	0	0.2
r_g2_n57	0.05	0	0.2
r_g2_n58	0.05	0	0.2
r_g2_n59	0.05	0	0.2
r_g2_n60	0.051	0	0.2
r_g2_n61	0.051	0	0.2
r_g2_n62	0.051	0	0.2
r_g2_n63	0.051	0	0.2
r_g2_n64	0.05	0	0.2
r_g2_n65	0.05	0	0.2
r_g2_n66	0.05	0	0.2
r_g2_n67	0.05	0	0.2
r_g2_n68	0.051	0	0.2
r_g2_n69	0.05	0	0.2
r_g2_n70	0.051	0	0.2
r_g2_n71	0.05	0	0.2
r_g2_n72	0.051	0	0.2
r_g2_n73	0.051	0	0.2
r_g2_n74	0.05	0	0.2
r_g2_n75	0.051	0	0.2
r_g2_n76	0.051	0	0.2
r_g2_n77	0.051	0	0.2
r_g2_n78	0.051	0	0.2
r_g2_n79	0.051	0	0.2
r_g2_n80	0.051	0	0.2
r_g2_n81	0.05	0	0.2
r_g2_n82	0.05	0	0.2
r_g2_n83	0.05	0	0.2
r_g2_n84	0.05	0	0.2
r_g2_n85	0.05	0	0.2
r_g2_n86	0.051	0	0.2
r_g2_n87	0.051	0	0.2
r_g2_n88	0.05	0	0.2
r_g2_n89	0.05	0	0.2
r_g2_n90	0.05	0	0.2
r_g2_n91	0.05	0	0.2
r_g2_n92	0.051	0	0.2
r_g2_n93	0.05	0	0.2
r_g2_n94	0.051	0	0.2
r_g2_n95	0.051	0	0.2
r_g2_n96	0.051	0	0.2
r_g2_n97	0.05	0	0.2
r_g2_n98	0.05	0	0.2
r_g2_n99	0.05	0	0.2
r_g2_n100	0.051	0	0.2
r_g2_n101	0.05	0	0.2
r_g2_n102	0.05	0	0.2
r_g2_n103	0.05	0	0.2
r_g2_n104	0.05	0	0.2
r_g2_n105	0.05	0	0.2
r_g2_n106	0.05	0	0.2
r_g2_n107	0.05	0	0.2
