post_PostKPg-ILN
median	20001
min	20001
max	20001
num_samples_for_ESS	120006
tail-ESS_med	1112
tail-ESS_min	35
tail-ESS_max	27371
bulk-ESS_med	425
bulk-ESS_min	15
bulk-ESS_max	31781
minRhat	1.00033348053477
maxRhat	1.32015361081173
total_samples	120006
